,name,hp,types,weaknesses,rarity,nationalPokedexNumbers,resistances,damage,energyCost,evolution
377,Dark Blastoise,70.0,['Water'],['Lightning'],Rare,9,['None'],40,3,Stage 2
378,Dark Charizard,80.0,['Fire'],['Water'],Rare,6,['Fighting'],50,2,Stage 2
379,Dark Dragonite,70.0,['Colorless'],['None'],Rare,149,['Fighting'],70,4,Stage 2
380,Dark Dugtrio,50.0,['Fighting'],['Grass'],Rare,51,['Lightning'],20,2,Stage 1
381,Dark Golbat,50.0,['Grass'],['Psychic'],Rare,42,['Fighting'],0,2,Stage 1
382,Dark Gyarados,70.0,['Water'],['Grass'],Rare,130,['Fighting'],30,3,Stage 1
383,Dark Hypno,60.0,['Psychic'],['Psychic'],Rare,97,['None'],20,3,Stage 1
384,Dark Machamp,70.0,['Fighting'],['Psychic'],Rare,68,['None'],30,2,Stage 2
385,Dark Magneton,60.0,['Lightning'],['Fighting'],Rare,82,['None'],30,2,Stage 1
386,Dark Slowbro,60.0,['Psychic'],['Psychic'],Rare,80,['None'],40,2,Stage 1
387,Dark Vileplume,60.0,['Grass'],['Fighting'],Rare,45,['None'],30,3,Stage 2
388,Dark Weezing,60.0,['Grass'],['Psychic'],Rare,110,['None'],20,3,Stage 1
389,Dark Charmeleon,50.0,['Fire'],['Water'],Uncommon,5,['None'],70,3,Stage 1
390,Dark Dragonair,60.0,['Colorless'],['None'],Uncommon,148,['Psychic'],20,3,Stage 1
391,Dark Electrode,60.0,['Lightning'],['Fighting'],Uncommon,101,['None'],30,2,Stage 1
392,Dark Flareon,50.0,['Fire'],['Water'],Uncommon,136,['None'],30,2,Stage 1
393,Dark Gloom,50.0,['Grass'],['Fire'],Uncommon,44,['None'],10,2,Stage 1
394,Dark Golduck,60.0,['Water'],['Lightning'],Uncommon,55,['None'],50,3,Stage 1
395,Dark Jolteon,50.0,['Lightning'],['Fighting'],Uncommon,135,['None'],30,3,Stage 1
396,Dark Kadabra,50.0,['Psychic'],['Psychic'],Uncommon,64,['None'],30,2,Stage 1
397,Dark Machoke,60.0,['Fighting'],['Psychic'],Uncommon,67,['None'],30,3,Stage 1
398,Dark Muk,60.0,['Grass'],['Psychic'],Uncommon,89,['None'],20,2,Stage 1
399,Dark Persian,60.0,['Colorless'],['Fighting'],Uncommon,53,['Psychic'],10,2,Stage 1
400,Dark Primeape,60.0,['Fighting'],['Psychic'],Uncommon,57,['None'],40,2,Stage 1
401,Dark Rapidash,60.0,['Fire'],['Water'],Uncommon,78,['None'],30,2,Stage 1
402,Dark Vaporeon,60.0,['Water'],['Lightning'],Uncommon,134,['None'],30,3,Stage 1
403,Dark Wartortle,60.0,['Water'],['Lightning'],Uncommon,8,['None'],10,1,Stage 1
404,Magikarp,30.0,['Water'],['Lightning'],Uncommon,129,['None'],10,1,Basic
405,Porygon,40.0,['Colorless'],['Fighting'],Uncommon,137,['Psychic'],20,3,Basic
406,Abra,40.0,['Psychic'],['Psychic'],Common,63,['None'],10,1,Basic
407,Charmander,40.0,['Fire'],['Water'],Common,4,['None'],20,1,Basic
408,Dark Raticate,50.0,['Colorless'],['Fighting'],Common,20,['Psychic'],50,3,Stage 1
409,Diglett,40.0,['Fighting'],['Grass'],Common,50,['Lightning'],20,2,Basic
410,Dratini,40.0,['Colorless'],['None'],Common,147,['Psychic'],10,2,Basic
411,Drowzee,50.0,['Psychic'],['Psychic'],Common,96,['None'],10,2,Basic
412,Eevee,40.0,['Colorless'],['Fighting'],Common,133,['Psychic'],10,2,Basic
413,Ekans,50.0,['Grass'],['Psychic'],Common,23,['None'],20,2,Basic
414,Grimer,40.0,['Grass'],['Psychic'],Common,88,['None'],10,2,Basic
415,Koffing,40.0,['Grass'],['Psychic'],Common,109,['None'],20,2,Basic
416,Machop,50.0,['Fighting'],['Psychic'],Common,66,['None'],30,3,Basic
417,Magnemite,40.0,['Lightning'],['Fighting'],Common,81,['None'],20,2,Basic
418,Mankey,40.0,['Fighting'],['Psychic'],Common,56,['None'],20,2,Basic
419,Meowth,40.0,['Colorless'],['Fighting'],Common,52,['Psychic'],0,2,Basic
420,Oddish,50.0,['Grass'],['Fire'],Common,43,['None'],0,1,Basic
421,Ponyta,50.0,['Fire'],['Water'],Common,77,['None'],30,2,Basic
422,Psyduck,50.0,['Water'],['Lightning'],Common,54,['None'],20,2,Basic
423,Rattata,40.0,['Colorless'],['Fighting'],Common,19,['Psychic'],10,1,Basic
424,Slowpoke,50.0,['Psychic'],['Psychic'],Common,79,['None'],10,1,Basic
425,Squirtle,50.0,['Water'],['Lightning'],Common,7,['None'],20,2,Basic
426,Voltorb,40.0,['Lightning'],['Fighting'],Common,100,['None'],20,1,Basic
427,Zubat,40.0,['Grass'],['Psychic'],Common,41,['Fighting'],20,2,Basic
440,Dark Raichu,70.0,['Lightning'],['Fighting'],Rare Secret,26,['None'],30,3,Stage 1
441,Alakazam,80.0,['Psychic'],['Psychic'],Rare Holo,65,['None'],30,3,Stage 2
442,Articuno,70.0,['Water'],['None'],Rare Holo,144,['Fighting'],50,4,Basic
443,Charizard,120.0,['Fire'],['Water'],Rare Holo,6,['Fighting'],100,4,Stage 2
444,Dark Blastoise,70.0,['Water'],['Lightning'],Rare Holo,9,['None'],40,3,Stage 2
445,Dark Dragonite,70.0,['Colorless'],['None'],Rare Holo,149,['Fighting'],70,4,Stage 2
446,Dark Persian,60.0,['Colorless'],['Fighting'],Rare Holo,53,['Psychic'],10,2,Stage 1
447,Dark Raichu,70.0,['Lightning'],['Fighting'],Rare Holo,26,['None'],30,3,Stage 1
448,Dark Slowbro,60.0,['Psychic'],['Psychic'],Rare Holo,80,['None'],40,2,Stage 1
449,Dark Vaporeon,60.0,['Water'],['Lightning'],Rare Holo,134,['None'],30,3,Stage 1
450,Flareon,70.0,['Fire'],['Water'],Rare Holo,136,['None'],60,4,Stage 1
451,Gengar,80.0,['Psychic'],['None'],Rare Holo,94,['Fighting'],30,3,Stage 2
452,Gyarados,100.0,['Water'],['Grass'],Rare Holo,130,['Fighting'],50,3,Stage 1
453,Hitmonlee,60.0,['Fighting'],['Psychic'],Rare Holo,106,['None'],50,3,Basic
454,Jolteon,70.0,['Lightning'],['Fighting'],Rare Holo,135,['None'],20,3,Stage 1
455,Machamp,100.0,['Fighting'],['Psychic'],Rare Holo,68,['None'],60,4,Stage 2
456,Muk,70.0,['Grass'],['Psychic'],Rare Holo,89,['None'],30,3,Stage 1
457,Ninetales,80.0,['Fire'],['Water'],Rare Holo,38,['None'],80,4,Stage 1
458,Venusaur,100.0,['Grass'],['Fire'],Rare Holo,3,['None'],60,4,Stage 2
459,Zapdos,90.0,['Lightning'],['None'],Rare Holo,145,['Fighting'],100,4,Basic
460,Beedrill,80.0,['Grass'],['Fire'],Rare,15,['Fighting'],40,3,Stage 2
461,Butterfree,70.0,['Grass'],['Fire'],Rare,12,['Fighting'],40,4,Stage 2
462,Electrode,90.0,['Lightning'],['Fighting'],Rare,101,['None'],20,3,Stage 1
463,Exeggutor,80.0,['Grass'],['Fire'],Rare,103,['None'],20,1,Stage 1
464,Golem,80.0,['Fighting'],['Grass'],Rare,76,['None'],100,4,Stage 2
465,Hypno,90.0,['Psychic'],['Psychic'],Rare,97,['None'],30,3,Stage 1
466,Jynx,70.0,['Psychic'],['Psychic'],Rare,124,['None'],20,3,Basic
467,Kabutops,60.0,['Fighting'],['Grass'],Rare,141,['None'],40,4,Stage 2
468,Magneton,80.0,['Lightning'],['Fighting'],Rare,82,['None'],100,4,Stage 1
469,Mewtwo,60.0,['Psychic'],['Psychic'],Rare,150,['None'],0,3,Basic
470,Moltres,70.0,['Fire'],['None'],Rare,146,['Fighting'],80,4,Basic
471,Nidoking,90.0,['Grass'],['Psychic'],Rare,34,['None'],30,3,Stage 2
472,Nidoqueen,90.0,['Grass'],['Psychic'],Rare,31,['None'],50,4,Stage 2
473,Pidgeot,80.0,['Colorless'],['Lightning'],Rare,18,['Fighting'],30,3,Stage 2
474,Pidgeotto,60.0,['Colorless'],['Lightning'],Rare,17,['Fighting'],20,2,Stage 1
475,Rhydon,100.0,['Fighting'],['Grass'],Rare,112,['Lightning'],50,4,Stage 1
476,Arcanine,100.0,['Fire'],['Water'],Uncommon,59,['None'],80,4,Stage 1
477,Charmeleon,80.0,['Fire'],['Water'],Uncommon,5,['None'],50,3,Stage 1
478,Dark Dragonair,60.0,['Colorless'],['None'],Uncommon,148,['Psychic'],20,3,Stage 1
479,Dark Wartortle,60.0,['Water'],['Lightning'],Uncommon,8,['None'],10,1,Stage 1
480,Dewgong,80.0,['Water'],['Lightning'],Uncommon,87,['None'],50,3,Stage 1
481,Dodrio,70.0,['Colorless'],['Lightning'],Uncommon,85,['Fighting'],10,3,Stage 1
482,Fearow,70.0,['Colorless'],['Lightning'],Uncommon,22,['Fighting'],40,4,Stage 1
483,Golduck,70.0,['Water'],['Lightning'],Uncommon,55,['None'],20,3,Stage 1
484,Graveler,60.0,['Fighting'],['Grass'],Uncommon,75,['None'],40,3,Stage 1
485,Growlithe,60.0,['Fire'],['Water'],Uncommon,58,['None'],20,2,Basic
486,Haunter,50.0,['Psychic'],['None'],Uncommon,93,['Fighting'],10,2,Stage 1
487,Ivysaur,60.0,['Grass'],['Fire'],Uncommon,2,['None'],30,3,Stage 1
488,Kabuto,30.0,['Fighting'],['Grass'],Uncommon,140,['None'],10,1,Stage 1
489,Kadabra,60.0,['Psychic'],['Psychic'],Uncommon,64,['None'],50,3,Stage 1
490,Kakuna,80.0,['Grass'],['Fire'],Uncommon,14,['None'],20,2,Stage 1
491,Machoke,80.0,['Fighting'],['Psychic'],Uncommon,67,['None'],60,4,Stage 1
492,Magikarp,30.0,['Water'],['Lightning'],Uncommon,129,['None'],10,1,Basic
493,Meowth,50.0,['Colorless'],['Fighting'],Uncommon,52,['Psychic'],10,2,Basic
494,Metapod,70.0,['Grass'],['Fire'],Uncommon,11,['None'],20,2,Stage 1
495,Nidorina,70.0,['Grass'],['Psychic'],Uncommon,30,['None'],30,3,Stage 1
496,Nidorino,60.0,['Grass'],['Psychic'],Uncommon,33,['None'],50,4,Stage 1
497,Omanyte,40.0,['Water'],['Grass'],Uncommon,138,['None'],10,1,Stage 1
498,Omastar,70.0,['Water'],['Grass'],Uncommon,139,['None'],30,2,Stage 2
499,Primeape,70.0,['Fighting'],['Psychic'],Uncommon,57,['None'],50,3,Stage 1
500,Rapidash,70.0,['Fire'],['Water'],Uncommon,78,['None'],30,3,Stage 1
501,Raticate,60.0,['Colorless'],['Fighting'],Uncommon,20,['Psychic'],20,1,Stage 1
502,Sandslash,70.0,['Fighting'],['Grass'],Uncommon,28,['Lightning'],20,2,Stage 1
503,Seadra,60.0,['Water'],['Lightning'],Uncommon,117,['None'],20,3,Stage 1
504,Snorlax,90.0,['Colorless'],['Fighting'],Uncommon,143,['Psychic'],30,4,Basic
505,Tauros,60.0,['Colorless'],['Fighting'],Uncommon,128,['Psychic'],20,3,Basic
506,Tentacruel,60.0,['Water'],['Lightning'],Uncommon,73,['None'],10,2,Stage 1
507,Abra,30.0,['Psychic'],['Psychic'],Common,63,['None'],10,1,Basic
508,Bulbasaur,40.0,['Grass'],['Fire'],Common,1,['None'],20,2,Basic
509,Caterpie,40.0,['Grass'],['Fire'],Common,10,['None'],10,1,Basic
510,Charmander,50.0,['Fire'],['Water'],Common,4,['None'],30,2,Basic
511,Doduo,50.0,['Colorless'],['Lightning'],Common,84,['Fighting'],10,1,Basic
512,Dratini,40.0,['Colorless'],['None'],Common,147,['Psychic'],10,1,Basic
513,Drowzee,50.0,['Psychic'],['Psychic'],Common,96,['None'],10,2,Basic
514,Eevee,50.0,['Colorless'],['Fighting'],Common,133,['Psychic'],10,2,Basic
515,Exeggcute,50.0,['Grass'],['Fire'],Common,102,['None'],20,2,Basic
516,Gastly,50.0,['Psychic'],['None'],Common,92,['Fighting'],10,1,Basic
517,Geodude,50.0,['Fighting'],['Grass'],Common,74,['None'],10,2,Basic
518,Grimer,50.0,['Grass'],['Psychic'],Common,88,['None'],10,1,Basic
519,Machop,50.0,['Fighting'],['Psychic'],Common,66,['None'],30,3,Basic
520,Magnemite,40.0,['Lightning'],['Fighting'],Common,81,['None'],40,2,Basic
521,Mankey,40.0,['Fighting'],['Psychic'],Common,56,['None'],20,2,Basic
522,Nidoran â,60.0,['Grass'],['Psychic'],Common,29,['None'],10,1,Basic
523,Nidoran â,40.0,['Grass'],['Psychic'],Common,32,['None'],30,1,Basic
524,Onix,90.0,['Fighting'],['Grass'],Common,95,['None'],10,1,Basic
525,Pidgey,40.0,['Colorless'],['Lightning'],Common,16,['Fighting'],10,2,Basic
526,Pikachu,50.0,['Lightning'],['Fighting'],Common,25,['None'],20,2,Basic
527,Ponyta,40.0,['Fire'],['Water'],Common,77,['None'],30,2,Basic
528,Psyduck,50.0,['Water'],['Lightning'],Common,54,['None'],20,2,Basic
529,Rattata,30.0,['Colorless'],['Fighting'],Common,19,['Psychic'],20,1,Basic
530,Rhyhorn,70.0,['Fighting'],['Grass'],Common,111,['Lightning'],30,3,Basic
531,Sandshrew,40.0,['Fighting'],['Grass'],Common,27,['Lightning'],10,1,Basic
532,Seel,60.0,['Water'],['Lightning'],Common,86,['None'],10,1,Basic
533,Slowpoke,50.0,['Psychic'],['Psychic'],Common,79,['None'],0,2,Basic
534,Spearow,50.0,['Colorless'],['Lightning'],Common,21,['Fighting'],10,1,Basic
535,Squirtle,40.0,['Water'],['Lightning'],Common,7,['None'],10,1,Basic
536,Tentacool,30.0,['Water'],['Lightning'],Common,72,['None'],10,1,Basic
537,Voltorb,40.0,['Lightning'],['Fighting'],Common,100,['None'],10,1,Basic
538,Vulpix,50.0,['Fire'],['Water'],Common,37,['None'],10,2,Basic
539,Weedle,40.0,['Grass'],['Fire'],Common,13,['None'],10,1,Basic
551,Pikachu,60.0,['Lightning'],['Fighting'],Promo,25,['None'],20,2,Basic
552,Electabuzz,60.0,['Lightning'],['Fighting'],Promo,125,['None'],10,2,Basic
553,Mewtwo,70.0,['Psychic'],['Psychic'],Promo,150,['None'],40,3,Basic
554,Pikachu,50.0,['Lightning'],['Fighting'],Promo,25,['None'],50,3,Basic
555,Dragonite,90.0,['Colorless'],['None'],Promo,149,['Fighting'],60,3,Stage 2
556,Arcanine,70.0,['Fire'],['Water'],Promo,59,['None'],40,2,Stage 1
557,Jigglypuff,50.0,['Colorless'],['Fighting'],Promo,39,['Psychic'],40,3,Basic
558,Mew,50.0,['Psychic'],['Psychic'],Promo,151,['None'],10,1,Basic
559,Mew,50.0,['Psychic'],['Psychic'],Promo,151,['None'],10,1,Basic
560,Meowth,50.0,['Colorless'],['Fighting'],Promo,52,['Psychic'],0,2,Basic
561,Eevee,30.0,['Colorless'],['Fighting'],Promo,133,['Psychic'],20,1,Basic
562,Mewtwo,60.0,['Psychic'],['Psychic'],Promo,150,['None'],0,3,Basic
563,Venusaur,100.0,['Grass'],['Fire'],Promo,3,['None'],40,4,Stage 2
564,Mewtwo,70.0,['Psychic'],['Psychic'],Promo,150,['None'],40,3,Basic
565,Cool Porygon,50.0,['Colorless'],['Fighting'],Promo,137,['Psychic'],20,3,Basic
567,Dark Persian,60.0,['Colorless'],['Fighting'],Promo,53,['Psychic'],10,2,Stage 1
568,Team Rocket's Meowth,40.0,['Colorless'],['Fighting'],Promo,52,['Psychic'],0,1,Basic
569,Sabrina's Abra,40.0,['Psychic'],['Psychic'],Promo,63,['None'],40,2,Basic
570,Psyduck,50.0,['Water'],['Lightning'],Promo,54,['None'],10,1,Basic
571,Moltres,70.0,['Fire'],['None'],Promo,146,['Fighting'],60,3,Basic
572,Articuno,70.0,['Water'],['None'],Promo,144,['Fighting'],20,3,Basic
573,Zapdos,70.0,['Lightning'],['None'],Promo,145,['Fighting'],30,3,Basic
574,_____'s Pikachu,50.0,['Lightning'],['Fighting'],Promo,25,['None'],30,2,Basic
575,Flying Pikachu,40.0,['Lightning'],['None'],Promo,25,['Fighting'],30,3,Basic
576,Pikachu,40.0,['Lightning'],['Fighting'],Promo,25,['None'],40,2,Basic
577,Pikachu,30.0,['Lightning'],['Fighting'],Promo,25,['None'],20,2,Basic
578,Surfing Pikachu,50.0,['Lightning'],['Fighting'],Promo,25,['None'],30,2,Basic
579,Marill,50.0,['Water'],['Lightning'],Promo,183,['None'],20,2,Basic
580,Togepi,30.0,['Colorless'],['None'],Promo,175,['Psychic'],0,2,Basic
581,Cleffa,30.0,['Colorless'],['None'],Promo,173,['None'],0,1,Baby
582,Smeargle,40.0,['Colorless'],['Fighting'],Promo,235,['Psychic'],0,1,Basic
583,Scizor,70.0,['Metal'],['Fire'],Promo,212,['Grass'],30,3,Stage 1
584,Entei,80.0,['Fire'],['Water'],Promo,244,['None'],50,3,Basic
585,Pichu,30.0,['Lightning'],['None'],Promo,172,['None'],0,1,Baby
586,Igglybuff,30.0,['Colorless'],['None'],Promo,174,['None'],0,1,Baby
587,Hitmontop,60.0,['Fighting'],['Psychic'],Promo,237,['None'],30,3,Basic
588,Unown [J],40.0,['Psychic'],['Psychic'],Promo,201,['None'],10,1,Basic
589,Misdreavus,50.0,['Psychic'],['None'],Promo,200,['Fighting'],10,2,Basic
593,Machamp,90.0,['Fighting'],['Psychic'],Promo,68,['None'],50,4,Stage 2
594,Magmar,60.0,['Fire'],['Water'],Promo,126,['None'],40,3,Basic
595,Scyther,60.0,['Grass'],['Fire'],Promo,123,['Fighting'],40,2,Basic
596,Electabuzz,60.0,['Lightning'],['Fighting'],Promo,125,['None'],10,2,Basic
597,Mew,40.0,['Psychic'],['Psychic'],Promo,151,['None'],10,1,Basic
598,Articuno,80.0,['Water'],['None'],Promo,144,['Fighting'],30,4,Basic
599,Snorlax,90.0,['Colorless'],['Fighting'],Promo,143,['Psychic'],30,4,Basic
600,Celebi,50.0,['Grass'],['Fire'],Promo,251,['None'],20,2,Basic
601,Rapidash,60.0,['Fire'],['Water'],Promo,78,['None'],30,3,Stage 1
602,Ho-oh,80.0,['Fire'],['Water'],Promo,250,['Fighting'],60,4,Basic
603,Suicune,70.0,['Water'],['Lightning'],Promo,245,['None'],30,3,Basic
604,Electabuzz,70.0,['Lightning'],['Fighting'],Promo,125,['None'],30,2,Basic
605,Hitmonchan,70.0,['Fighting'],['Psychic'],Promo,107,['None'],40,3,Basic
607,Rocket's Scizor,60.0,['Metal'],['Fire'],Promo,212,['Grass'],20,3,Basic
608,Rocket's Sneasel,60.0,['Darkness'],['Fighting'],Promo,215,['Psychic'],10,2,Basic
609,Dark Ivysaur,50.0,['Grass'],['Fire'],Promo,2,['None'],0,2,Stage 1
610,Dark Venusaur,70.0,['Grass'],['Fire'],Promo,3,['None'],30,3,Stage 2
611,Rocket's Mewtwo,70.0,['Psychic'],['Psychic'],Promo,150,['None'],60,4,Basic
612,Rocket's Hitmonchan,60.0,['Fighting'],['Psychic'],Promo,107,['None'],50,3,Basic
613,Snivy,60.0,['Grass'],['Fire'],Common,495,['Water'],20,2,Basic
614,Snivy,60.0,['Grass'],['Fire'],Common,495,['Water'],10,2,Basic
615,Servine,80.0,['Grass'],['Fire'],Uncommon,496,['Water'],30,2,Stage 1
616,Servine,80.0,['Grass'],['Fire'],Uncommon,496,['Water'],30,2,Stage 1
617,Serperior,130.0,['Grass'],['Fire'],Rare Holo,497,['Water'],60,2,Stage 2
618,Serperior,130.0,['Grass'],['Fire'],Rare Holo,497,['Water'],60,2,Stage 2
619,Pansage,60.0,['Grass'],['Fire'],Common,511,['Water'],30,3,Basic
620,Simisage,90.0,['Grass'],['Fire'],Uncommon,512,['Water'],40,3,Stage 1
621,Petilil,50.0,['Grass'],['Fire'],Common,548,['Water'],10,1,Basic
622,Lilligant,80.0,['Grass'],['Fire'],Rare,549,['Water'],30,2,Stage 1
623,Maractus,80.0,['Grass'],['Fire'],Uncommon,556,['Water'],20,3,Basic
624,Maractus,90.0,['Grass'],['Fire'],Rare,556,['Water'],50,3,Basic
625,Deerling,60.0,['Grass'],['Fire'],Common,585,['Water'],20,2,Basic
626,Sawsbuck,90.0,['Grass'],['Fire'],Rare,586,['Water'],60,3,Stage 1
627,Tepig,60.0,['Fire'],['Water'],Common,498,['None'],20,2,Basic
628,Tepig,70.0,['Fire'],['Water'],Common,498,['None'],30,2,Basic
629,Pignite,100.0,['Fire'],['Water'],Uncommon,499,['None'],50,3,Stage 1
630,Pignite,100.0,['Fire'],['Water'],Uncommon,499,['None'],70,3,Stage 1
631,Emboar,150.0,['Fire'],['Water'],Rare Holo,500,['None'],150,4,Stage 2
632,Emboar,150.0,['Fire'],['Water'],Rare Holo,500,['None'],80,4,Stage 2
633,Pansear,60.0,['Fire'],['Water'],Common,513,['None'],30,3,Basic
634,Simisear,90.0,['Fire'],['Water'],Uncommon,514,['None'],40,3,Stage 1
635,Darumaka,70.0,['Fire'],['Water'],Common,554,['None'],10,1,Basic
636,Darumaka,70.0,['Fire'],['Water'],Uncommon,554,['None'],20,2,Basic
637,Darmanitan,120.0,['Fire'],['Water'],Rare,555,['None'],70,3,Stage 1
638,Reshiram,130.0,['Fire'],['Water'],Rare Holo,643,['None'],120,3,Basic
639,Oshawott,60.0,['Water'],['Lightning'],Common,501,['None'],20,2,Basic
640,Oshawott,60.0,['Water'],['Lightning'],Common,501,['None'],20,2,Basic
641,Dewott,90.0,['Water'],['Lightning'],Uncommon,502,['None'],40,3,Stage 1
642,Dewott,80.0,['Water'],['Lightning'],Uncommon,502,['None'],30,2,Stage 1
643,Samurott,140.0,['Water'],['Lightning'],Rare Holo,503,['None'],80,3,Stage 2
644,Samurott,140.0,['Water'],['Lightning'],Rare Holo,503,['None'],70,3,Stage 2
645,Panpour,60.0,['Water'],['Lightning'],Common,515,['None'],30,3,Basic
646,Simipour,90.0,['Water'],['Lightning'],Uncommon,516,['None'],40,3,Stage 1
647,Basculin,70.0,['Water'],['Lightning'],Uncommon,550,['None'],30,2,Basic
648,Ducklett,60.0,['Water'],['Lightning'],Common,580,['Fighting'],10,1,Basic
649,Swanna,90.0,['Water'],['Lightning'],Rare,581,['Fighting'],40,2,Stage 1
650,Alomomola,100.0,['Water'],['Lightning'],Uncommon,594,['None'],60,4,Basic
651,Alomomola,100.0,['Water'],['Lightning'],Rare,594,['None'],40,3,Basic
652,Blitzle,60.0,['Lightning'],['Fighting'],Common,522,['None'],20,2,Basic
653,Blitzle,60.0,['Lightning'],['Fighting'],Common,522,['None'],10,1,Basic
654,Zebstrika,90.0,['Lightning'],['Fighting'],Uncommon,523,['None'],70,3,Stage 1
655,Zebstrika,90.0,['Lightning'],['Fighting'],Rare,523,['None'],70,3,Stage 1
656,Joltik,40.0,['Lightning'],['Fighting'],Common,595,['None'],10,1,Basic
657,Joltik,30.0,['Lightning'],['Fighting'],Common,595,['None'],10,1,Basic
658,Galvantula,80.0,['Lightning'],['Fighting'],Rare,596,['None'],40,2,Stage 1
659,Zekrom,130.0,['Lightning'],['Fighting'],Rare Holo,644,['None'],120,3,Basic
660,Munna,70.0,['Psychic'],['Psychic'],Uncommon,517,['None'],60,2,Basic
661,Musharna,90.0,['Psychic'],['Psychic'],Rare,518,['None'],90,2,Stage 1
662,Woobat,50.0,['Psychic'],['Lightning'],Common,527,['Fighting'],10,1,Basic
663,Swoobat,80.0,['Psychic'],['Lightning'],Uncommon,528,['Fighting'],40,2,Stage 1
664,Venipede,70.0,['Psychic'],['Psychic'],Common,543,['None'],30,3,Basic
665,Whirlipede,90.0,['Psychic'],['Psychic'],Uncommon,544,['None'],50,3,Stage 1
666,Scolipede,150.0,['Psychic'],['Psychic'],Rare,545,['None'],80,4,Stage 2
667,Solosis,30.0,['Psychic'],['Psychic'],Common,577,['None'],20,2,Basic
668,Duosion,60.0,['Psychic'],['Psychic'],Uncommon,578,['None'],30,2,Stage 1
669,Reuniclus,90.0,['Psychic'],['Psychic'],Rare Holo,579,['None'],30,3,Stage 2
670,Timburr,60.0,['Fighting'],['Psychic'],Common,532,['None'],30,2,Basic
671,Timburr,70.0,['Fighting'],['Psychic'],Common,532,['None'],20,2,Basic
672,Gurdurr,80.0,['Fighting'],['Psychic'],Uncommon,533,['None'],60,3,Stage 1
673,Throh,100.0,['Fighting'],['Psychic'],Rare,538,['None'],80,3,Basic
674,Sawk,90.0,['Fighting'],['Psychic'],Rare,539,['None'],40,2,Basic
675,Sandile,70.0,['Fighting'],['Water'],Common,551,['Lightning'],30,3,Basic
676,Krokorok,90.0,['Fighting'],['Water'],Uncommon,552,['Lightning'],50,3,Stage 1
677,Krookodile,140.0,['Fighting'],['Water'],Rare Holo,553,['Lightning'],60,4,Stage 2
678,Purrloin,60.0,['Darkness'],['Fighting'],Common,509,['Psychic'],20,2,Basic
679,Liepard,80.0,['Darkness'],['Fighting'],Rare,510,['Psychic'],30,2,Stage 1
680,Scraggy,60.0,['Darkness'],['Fighting'],Common,559,['Psychic'],10,1,Basic
681,Scrafty,90.0,['Darkness'],['Fighting'],Rare,560,['Psychic'],70,3,Stage 1
682,Zorua,60.0,['Darkness'],['Fighting'],Common,570,['Psychic'],30,2,Basic
683,Zoroark,100.0,['Darkness'],['Fighting'],Rare Holo,571,['Psychic'],0,2,Stage 1
684,Vullaby,60.0,['Darkness'],['Lightning'],Uncommon,629,['Fighting'],20,1,Basic
685,Mandibuzz,90.0,['Darkness'],['Lightning'],Rare,630,['Fighting'],40,3,Stage 1
686,Klink,60.0,['Metal'],['Fire'],Common,599,['Psychic'],10,1,Basic
687,Klang,80.0,['Metal'],['Fire'],Uncommon,600,['Psychic'],60,3,Stage 1
688,Klinklang,140.0,['Metal'],['Fire'],Rare Holo,601,['Psychic'],80,3,Stage 2
689,Patrat,50.0,['Colorless'],['Fighting'],Common,504,['None'],20,2,Basic
690,Patrat,60.0,['Colorless'],['Fighting'],Common,504,['None'],30,1,Basic
691,Watchog,90.0,['Colorless'],['Fighting'],Uncommon,505,['None'],60,2,Stage 1
692,Lillipup,50.0,['Colorless'],['Fighting'],Common,506,['None'],10,1,Basic
693,Lillipup,60.0,['Colorless'],['Fighting'],Common,506,['None'],20,2,Basic
694,Herdier,80.0,['Colorless'],['Fighting'],Uncommon,507,['None'],50,3,Stage 1
695,Stoutland,140.0,['Colorless'],['Fighting'],Rare,508,['None'],90,4,Stage 2
696,Pidove,50.0,['Colorless'],['Lightning'],Common,519,['Fighting'],10,1,Basic
697,Tranquill,70.0,['Colorless'],['Lightning'],Uncommon,520,['Fighting'],20,2,Stage 1
698,Unfezant,120.0,['Colorless'],['Lightning'],Rare,521,['Fighting'],70,3,Stage 2
699,Audino,80.0,['Colorless'],['Fighting'],Uncommon,531,['None'],30,2,Basic
700,Minccino,60.0,['Colorless'],['Fighting'],Common,572,['None'],10,1,Basic
701,Cinccino,90.0,['Colorless'],['Fighting'],Rare,573,['None'],20,2,Stage 1
702,Bouffalant,90.0,['Colorless'],['Fighting'],Uncommon,626,['None'],30,3,Basic
703,Bouffalant,100.0,['Colorless'],['Fighting'],Rare,626,['None'],80,4,Basic
725,Reshiram,130.0,['Fire'],['Water'],Rare Ultra,643,['None'],120,3,Basic
726,Zekrom,130.0,['Lightning'],['Fighting'],Rare Ultra,644,['None'],120,3,Basic
